Date,Category,1,2,3,4,Prior Year Total,Current Year Total,7,Month,Year
6/1/11,Stromsteuer,6 171,7 030,"2,5","2,9",3068,3744,"+22,0",6,2011
6/1/11,Kraftfahrzeugsteuer,8 488,8 445,"3,7","3,6",4581,4564,"-0,4",6,2011
6/1/11,Branntweinabgaben,1 993,1 963,"0,8","0,8",965,1057,"+9,5",6,2011
6/1/11,Kaffeesteuer,1 002,1 030,"0,4","0,4",500,521,"+4,2",6,2011
6/1/11,Luftverkehrsteuer,0,1 000,0,"0,3",0,348,X,6,2011
6/1/11,Ergänzungszuweisungen an Länder,-12 880,-12 159,"-5,2","-4,8",-6348,-6104,"-3,8",6,2011
6/1/11,BNE-Eigenmittel der EU,-18 153,-21 870,"-7,5","-7,7",-9193,-9856,"+7,2",6,2011
6/1/11,Mehrwertsteuer-Eigenmittel der EU,-1 836,-2 300,"-0,8","-0,7",-947,-916," -3,3",6,2011
6/1/11,Zuweisungen an Länder für ÖPNV,-6 877,-6 980,"-2,8","-2,7",-3438,-3490,"+1,5",6,2011
6/1/11,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,-8 992,"-3,7","-3,5",-4496,-4496,"+0,0",6,2011
6/1/11,II. Sonstige Einnahmen,33 105,27 860,"14,3","9,1",17455,11710,"-32,9",6,2011
6/1/11,Einnahmen aus wirtschaftlicher Tätigkeit,4 359,5 565,"3,3","2,8",4093,3602,"-12,0",6,2011
6/1/11,Zinseinnahmen,385,512,"0,1","0,1",154,125,"-18,8",6,2011
6/1/11,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",4 403,4 247,"1,8","1,0",2218,1276,"-42,5",6,2011
6/1/11,Einnahmen zusammen,259 293,257 024,"100,0","100,0",122389,127980,"+4,6",6,2011
7/1/11,I. Steuern,226 189,"87,2",229 164,"89,2",1230245,1350977,"+10,3",7,2011
7/1/11,Bundesanteile an Gemeinschaftsteuern:,181 502,"70,0",184 183,"71,7",100656,110415,"+9,7",7,2011
7/1/11,Einkommen- und Körperschaftsteuer (einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge1),84 355,"32,5",84 791,"33,0",46036,51506,"+11,9",7,2011
7/1/11,davon:,0,0,0,0,0,0,0,7,2011
7/1/11,Lohnsteuer,54 759,"21,1",55 781,"21,7",29297,31945,"+9,0",7,2011
7/1/11,veranlagte Einkommensteuer,13 252,"5,1",11 921,"4,6",6551,6534,"-0,3",7,2011
7/1/11,nicht veranlagte Steuer vom Ertrag,6 491,"2,5",6 895,"2,7",5095,7309,"+43,5",7,2011
7/1/11,Abgeltungsteuer auf Zins- und Veräußerungserträge1,3 832,"1,5",3 569,"1,4",2631,2474,"-6,0",7,2011
7/1/11,Körperschaftsteuer,6 021,"2,3",6 625,"2,6",2462,3244,"+31,8",7,2011
7/1/11,Steuern vom Umsatz,95 860,"37,0",97 985,"38,1",54134,58232,"+7,6",7,2011
7/1/11,Gewerbesteuerumlage,1 287,"0,5",1 407,"0,5",486,677,"+39,3",7,2011
7/1/11,Energiesteuer,39 838,"15,4",39 142,"15,2",17348,18027,"+3,9",7,2011
7/1/11,Tabaksteuer,13 492,"5,2",13 440,"5,2",7014,7235,"+3,2",7,2011
7/1/11,Solidaritätszuschlag,11 713,"4,5",11 850,"4,6",6663,7329,"+10,0",7,2011
7/1/11,Versicherungsteuer,10 284,"4,0",10 620,"4,1",7119,7437,"+4,5",7,2011
7/1/11,Stromsteuer,6 171,"2,4",7 030,"2,7",3567,4351,"+22,0",7,2011
7/1/11,Kraftfahrzeugsteuer,8 488,"3,3",8 445,"3,3",5303,5227,"-1,4",7,2011
7/1/11,Branntweinabgaben,1 993,"0,8",1 963,"0,8",1130,1220,"+8,0",7,2011
7/1/11,Kaffeesteuer,1 002,"0,4",1 030,"0,4",580,600,"+3,4",7,2011
7/1/11,Luftverkehrsteuer,0,0,1 000,"0,4",0,434,X,7,2011
7/1/11,Ergänzungszuweisungen an Länder,-12 880,"-5,0",-12 159,"-4,7",-6348,-6104,"-3,8",7,2011
7/1/11,BNE-Eigenmittel der EU,-18 153,"-7,0",-21 870,"-8,5",-10473,-11311,"+8,0",7,2011
7/1/11,Mehrwertsteuer-Eigenmittel der EU,-1 836,"-0,7",-2 300,"-0,9",-1074,-1051,"-2,1",7,2011
7/1/11,Zuweisungen an Länder für ÖPNV,-6 877,"-2,7",-6 980,"-2,7",-4011,-4072,"+1,5",7,2011
7/1/11,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,"-3,5",-8 992,"-3,5",-4496,-4496,"+0,0",7,2011
7/1/11,II. Sonstige Einnahmen,33 105,"12,8",27 860,"10,8",19875,14558,"-26,8",7,2011
7/1/11,Einnahmen aus wirtschaftlicher Tätigkeit,4 359,"1,7",5 565,"2,2",4110,3614,"-12,1",7,2011
7/1/11,Zinseinnahmen,385,"0,1",512,"0,2",230,256,"+11,3",7,2011
7/1/11,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",4 403,"1,7",4 247,"1,7",3234,2801,"-13,4",7,2011
7/1/11,Einnahmen zusammen,259 293,"100,0",257 024,"100,0",143120,150535,"+5,2",7,2011
8/1/11,I. Steuern,226 189,"87,2",229 164,"89,2",1390419,1530323,"+10,0",8,2011
8/1/11,Bundesanteile an Gemeinschaftsteuern:,181 502,"70,0",184 183,"71,7",113458,123846,"+9,2",8,2011
8/1/11,Einkommen- und Körperschaftsteuer(einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge1),84 355,"32,5",84 791,"33,0",50343,56136,"+11,5",8,2011
8/1/11,davon:,,,,,0,0,,8,2011
8/1/11,Lohnsteuer,54 759,"21,1",55 781,"21,7",33410,36458,"+9,1",8,2011
8/1/11,veranlagte Einkommensteuer,13 252,"5,1",11 921,"4,6",6283,6233,"-0,8",8,2011
8/1/11,nicht veranlagte Steuer vom Ertrag,6 491,"2,5",6 895,"2,7",5262,7498,"+42,5",8,2011
8/1/11,Abgeltungsteuer auf Zins- und Veräußerungserträge1,3 832,"1,5",3 569,"1,4",2900,2756,"-5,0",8,2011
8/1/11,Körperschaftsteuer,6 021,"2,3",6 625,"2,6",2489,3191,"+28,2",8,2011
8/1/11,Steuern vom Umsatz,95 860,"37,0",97 985,"38,1",62452,66869,"+7,1",8,2011
8/1/11,Gewerbesteuerumlage,1 287,"0,5",1 407,"0,5",662,841,"+27,0",8,2011
8/1/11,Energiesteuer,39 838,"15,4",39 142,"15,2",20707,21208,"+2,4",8,2011
8/1/11,Tabaksteuer,13 492,"5,2",13 440,"5,2",8222,8430,"+2,5",8,2011
8/1/11,Solidaritätszuschlag,11 713,"4,5",11 850,"4,6",7298,8014,"+9,8",8,2011
8/1/11,Versicherungsteuer,10 284,"4,0",10 620,"4,1",8126,8524,"+4,9",8,2011
8/1/11,Stromsteuer,6 171,"2,4",7 030,"2,7",4074,4932,"+21,1",8,2011
8/1/11,Kraftfahrzeugsteuer,8 488,"3,3",8 445,"3,3",5951,5913,"-0,6",8,2011
8/1/11,Kernbrennstoffsteuer,0,0,2 300,"0,9",0,550,X,8,2011
8/1/11,Branntweinabgaben,1 993,"0,8",1 963,"0,8",1289,1394,"+8,1",8,2011
8/1/11,Kaffeesteuer,1 002,"0,4",1 030,"0,4",660,679,"+2,9",8,2011
8/1/11,Luftverkehrsteuer,0,0,1 000,"0,4",0,530,X,8,2011
8/1/11,Ergänzungszuweisungen an Länder,-12 880,"-5,0",-12 159,"-4,7",-6348,-6104,"-3,8",8,2011
8/1/11,BNE-Eigenmittel der EU,-18 153,"-7,0",-21 870,"-8,5",-11765,-12311,"+4,6",8,2011
8/1/11,Mehrwertsteuer-Eigenmittel der EU,-1 836,"-0,7",-2 300,"-0,9",-1226,-1201,"-2,0",8,2011
8/1/11,Zuweisungen an Länder für ÖPNV,-6 877,"-2,7",-6 980,"-2,7",-4585,-4653,"+1,5",8,2011
8/1/11,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,"-3,5",-8 992,"-3,5",-6744,-6744,"+0,0",8,2011
8/1/11,II. Sonstige Einnahmen,33 105,"12,8",27 860,"10,8",21201,16588,"-21,8",8,2011
8/1/11,Einnahmen aus wirtschaftlicher Tätigkeit,4 359,"1,7",5 565,"2,2",4119,3655,"-11,3",8,2011
8/1/11,Zinseinnahmen,385,"0,1",512,"0,2",255,301,"+18,0",8,2011
8/1/11,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",4 403,"1,7",4 247,"1,7",3337,3075,"-7,9",8,2011
8/1/11,Einnahmen zusammen,259 293,"100,0",257 024,"100,0",160620,169910,"+5,8",8,2011
9/1/11,I. Steuern,226 189,"87,2",229 164,"89,2",158813,174895,"+10,1",9,2011
9/1/11,Bundesanteile an Gemeinschaftsteuern:,181 502,"70,0",184 183,"71,7",130546,142466,"+9,1",9,2011
9/1/11,Einkommen- und Körperschaftsteuer(einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge1),84 355,"32,5",84 791,"33,0",59533,66336,"+11,4",9,2011
9/1/11,davon:,,,,,0,0,,9,2011
9/1/11,Lohnsteuer,54 759,"21,1",55 781,"21,7",37457,40887,"+9,2",9,2011
9/1/11,veranlagte Einkommensteuer,13 252,"5,1",11 921,"4,6",9841,9874,"+0,3",9,2011
9/1/11,nicht veranlagte Steuer vom Ertrag,6 491,"2,5",6 895,"2,7",5490,7852,"+43,0",9,2011
9/1/11,Abgeltungsteuer auf Zins- und Veräußerungserträge1,3 832,"1,5",3 569,"1,4",3060,2858,"-6,6",9,2011
9/1/11,Körperschaftsteuer,6 021,"2,3",6 625,"2,6",3684,4864,"+32,0",9,2011
9/1/11,Steuern vom Umsatz,95 860,"37,0",97 985,"38,1",70333,75289,"+7,0",9,2011
9/1/11,Gewerbesteuerumlage,1 287,"0,5",1 407,"0,5",679,841,"+23,9",9,2011
9/1/11,Energiesteuer,39 838,"15,4",39 142,"15,2",24213,24517,"+1,3",9,2011
9/1/11,Tabaksteuer,13 492,"5,2",13 440,"5,2",9397,9611,"+2,3",9,2011
9/1/11,Solidaritätszuschlag,11 713,"4,5",11 850,"4,6",8571,9401,"+9,7",9,2011
9/1/11,Versicherungsteuer,10 284,"4,0",10 620,"4,1",8665,9032,"+4,2",9,2011
9/1/11,Stromsteuer,6 171,"2,4",7 030,"2,7",4631,5508,"+18,9",9,2011
9/1/11,Kraftfahrzeugsteuer,8 488,"3,3",8 445,"3,3",6592,6570,"-0,3",9,2011
9/1/11,Kernbrennstoffsteuer,0,0,2 300,"0,9",0,875,X,9,2011
9/1/11,Branntweinabgaben,1 993,"0,8",1 963,"0,8",1455,1598,"+9,8",9,2011
9/1/11,Kaffeesteuer,1 002,"0,4",1 030,"0,4",747,759,"+1,6",9,2011
9/1/11,Luftverkehrsteuer,0,0,1 000,"0,4",0,622,X,9,2011
9/1/11,Ergänzungszuweisungen an Länder,-12 880,"-5,0",-12 159,"-4,7",-9731,-9240,"-5,0",9,2011
9/1/11,BNE-Eigenmittel der EU,-18 153,"-7,0",-21 870,"-8,5",-13326,-13850,"+3,9",9,2011
9/1/11,Mehrwertsteuer-Eigenmittel der EU,-1 836,"-0,7",-2 300,"-0,9",-1379,-1351,"-2,0",9,2011
9/1/11,Zuweisungen an Länder für ÖPNV,-6 877,"-2,7",-6 980,"-2,7",-5158,-5235,"+1,5",9,2011
9/1/11,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,"-3,5",-8 992,"-3,5",-6744,-6744,"+0,0",9,2011
9/1/11,II. Sonstige Einnahmen,33 105,"12,8",27 860,"10,8",22416,18012,"-19,6",9,2011
9/1/11,Einnahmen aus wirtschaftlicher Tätigkeit,4 359,"1,7",5 565,"2,2",4132,3669,"-11,2",9,2011
9/1/11,Zinseinnahmen,385,"0,1",512,"0,2",289,386,"+33,6",9,2011
9/1/11,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",4 403,"1,7",4 247,"1,7",3363,3147,"-6,4",9,2011
9/1/11,Einnahmen zusammen,259 293,"100,0",257 024,"100,0",181230,192906,"+6,4",9,2011
10/1/11,I. Steuern,226 189,"87,2",229 164,"89,2",175754,193453,"+10,1",10,2011
10/1/11,Bundesanteile an Gemeinschaftsteuern:,181 502,"70,0",184 183,"71,7",142622,155682,"+9,2",10,2011
10/1/11,Einkommen- und Körperschaftsteuer(einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge),84 355,"32,5",84 791,"33,0",63355,70714,"+11,6",10,2011
10/1/11,davon:,,,,,0,0,,10,2011
10/1/11,Lohnsteuer,54 759,"21,1",55 781,"21,7",41569,45400,"+9,2",10,2011
10/1/11,veranlagte Einkommensteuer,13 252,"5,1",11 921,"4,6",9650,9666,"+0,2",10,2011
10/1/11,nicht veranlagte Steuer vom Ertrag,6 491,"2,5",6 895,"2,7",5705,8032,"+40,8",10,2011
10/1/11,Abgeltungsteuer auf Zins- und Veräußerungserträge1,3 832,"1,5",3 569,"1,4",3274,3057,"-6,6",10,2011
10/1/11,Körperschaftsteuer,6 021,"2,3",6 625,"2,6",3157,4559,"+44,4",10,2011
10/1/11,Steuern vom Umsatz,95 860,"37,0",97 985,"38,1",78463,83927,"+7,0",10,2011
10/1/11,Gewerbesteuerumlage,1 287,"0,5",1 407,"0,5",803,1041,"+29,6",10,2011
10/1/11,Energiesteuer,39 838,"15,4",39 142,"15,2",27662,28104,"+1,6",10,2011
10/1/11,Tabaksteuer,13 492,"5,2",13 440,"5,2",10595,11015,"+4,0",10,2011
10/1/11,Solidaritätszuschlag,11 713,"4,5",11 850,"4,6",9169,10070,"+9,8",10,2011
10/1/11,Versicherungsteuer,10 284,"4,0",10 620,"4,1",9157,9549,"+4,3",10,2011
10/1/11,Stromsteuer,6 171,"2,4",7 030,"2,7",5159,6120,"+18,6",10,2011
10/1/11,Kraftfahrzeugsteuer,8 488,"3,3",8 445,"3,3",7196,7175," 
-0,3
",10,2011
10/1/11,Kernbrennstoffsteuer,0,0,2 300,"0,9",0,705,X,10,2011
10/1/11,Branntweinabgaben,1 993,"0,8",1 963,"0,8",1619,1776,"+9,7",10,2011
10/1/11,Kaffeesteuer,1 002,"0,4",1 030,"0,4",831,844,"+1,6",10,2011
10/1/11,Luftverkehrsteuer,0,0,1 000,"0,4",0,712,X,10,2011
10/1/11,Ergänzungszuweisungen an Länder,-12 880,"-5,0",-12 159,"-4,7",-9731,-9240,"-5,0",10,2011
10/1/11,BNE-Eigenmittel der EU,-18 153,"-7,0",-21 870,"-8,5",-14886,-15389,"+3,4",10,2011
10/1/11,Mehrwertsteuer-Eigenmittel der EU,-1 836,"-0,7",-2 300,"-0,9",-1532,-1501," -2,0",10,2011
10/1/11,Zuweisungen an Länder für ÖPNV,-6 877,"-2,7",-6 980,"-2,7",-5731,-5817,"+1,5",10,2011
10/1/11,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,"-3,5",-8 992,"-3,5",-6744,-6744,"+0,0",10,2011
10/1/11,II. Sonstige Einnahmen,33 105,"12,8",27 860,"10,8",24288,20583," -15,3",10,2011
10/1/11,Einnahmen aus wirtschaftlicher Tätigkeit,4 359,"1,7",5 565,"2,2",4138,4090," -1,2",10,2011
10/1/11,Zinseinnahmen, 385,"0,1",512,"0,2",304,409,"+34,5",10,2011
10/1/11,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",4 403,"1,7",4 247,"1,7",4070,3962,"-2,7",10,2011
10/1/11,Einnahmen zusammen,259 293,"100,0",257 024,"100,0",200042,214035,"+7,0",10,2011
11/1/11,I. Steuern,226 189,"87,2",229 164,"89,2",191561,211069,"+10,2",11,2011
11/1/11,Bundesanteile an Gemeinschaftsteuern:,181 502,"70,0",184 183,"71,7",155696,170070,"+9,2",11,2011
11/1/11,Einkommen- und Körperschaftsteuer (einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge1),84 355,"32,5",84 791,"33,0",67410,75665,"+12,2",11,2011
11/1/11,davon:,,,,,0,0,,11,2011
11/1/11,Lohnsteuer,54 759,"21,1",55 781,"21,7",45702,50046,"+9,5",11,2011
11/1/11,veranlagte Einkommensteuer,13 252,"5,1",11 921,"4,6",9310,9384,"+0,8",11,2011
11/1/11,nicht veranlagte Steuer vom Ertrag,6 491,"2,5",6 895,"2,7",5869,8263,"+40,8",11,2011
11/1/11,Abgeltungsteuer auf Zins- und Veräußerungserträge1,3 832,"1,5",3 569,"1,4",3521,3307,"-6,1",11,2011
11/1/11,Körperschaftsteuer,6 021,"2,3",6 625,"2,6",3008,4665,"+55,1",11,2011
11/1/11,Steuern vom Umsatz,95 860,"37,0",97 985,"38,1",87292,93211,"+6,8",11,2011
11/1/11,Gewerbesteuerumlage,1 287,"0,5",1 407,"0,5",993,1193,"+20,1",11,2011
11/1/11,Energiesteuer,39 838,"15,4",39 142,"15,2",31236,31627,"+1,3",11,2011
11/1/11,Tabaksteuer,13 492,"5,2",13 440,"5,2",11685,12279,"+5,1",11,2011
11/1/11,Solidaritätszuschlag,11 713,"4,5",11 850,"4,6",9760,10734,"+10,0",11,2011
11/1/11,Versicherungsteuer,10 284,"4,0",10 620,"4,1",9827,10264,"+4,4",11,2011
11/1/11,Stromsteuer,6 171,"2,4",7 030,"2,7",5631,6682,"+18,7",11,2011
11/1/11,Kraftfahrzeugsteuer,8 488,"3,3",8 445,"3,3",7831,7810,"-0,3",11,2011
11/1/11,Kernbrennstoffsteuer,0,0,2 300,"0,9",0,705,X,11,2011
11/1/11,Branntweinabgaben,1 993,"0,8",1 963,"0,8",1794,1948,"+8,6",11,2011
11/1/11,Kaffeesteuer,1 002,"0,4",1 030,"0,4",908,926,"+2,0",11,2011
11/1/11,Luftverkehrsteuer,0,0,1 000,"0,4",0,811,X,11,2011
11/1/11,Ergänzungszuweisungen an Länder,-12 880,"-5,0",-12 159,"-4,7",-9710,-9240,"-4,8",11,2011
11/1/11,BNE-Eigenmittel der EU,-18 153,"-7,0",-21 870,"-8,5",-16518,-16874,"+2,2",11,2011
11/1/11,Mehrwertsteuer-Eigenmittel der EU,-1 836,"-0,7",-2 300,"-0,9",-1692,-1718,"+1,5",11,2011
11/1/11,Zuweisungen an Länder für ÖPNV,-6 877,"-2,7",-6 980,"-2,7",-6304,-6398,"+1,5",11,2011
11/1/11,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,"-3,5",-8 992,"-3,5",-8992,-8992,"+0,0",11,2011
11/1/11,II. Sonstige Einnahmen,33 105,"12,8",27 860,"10,8",25894,22509,"-13,1",11,2011
11/1/11,Einnahmen aus wirtschaftlicher Tätigkeit,4 359,"1,7",5 565,"2,2",4348,4375,"+0,6",11,2011
11/1/11,Zinseinnahmen,385,"0,1",512,"0,2",317,425,"+34,1",11,2011
11/1/11,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",4 403,"1,7",4 247,"1,7",4157,3936,"-5,3",11,2011
11/1/11,Einnahmen zusammen,259 293,"100,0",257 024,"100,0",217455,233578,"+7,4",11,2011
12/1/11,I. Steuern,226 189,"87,2",229 164,"89,2",226189,248066,"+9,7",12,2011
12/1/11,Bundesanteile an Gemeinschaftsteuern:,181 502,"70,0",184 183,"71,7",181502,196908,"+8,5",12,2011
12/1/11,Einkommen- und Körperschaftsteuer (einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge1),84 355,"32,5",84 791,"33,0",84355,93488,"+10,8",12,2011
12/1/11,davon:,,,,,0,0,,12,2011
12/1/11,Lohnsteuer,54 759,"21,1",55 781,"21,7",54759,59475,"+8,6",12,2011
12/1/11,veranlagte Einkommensteuer,13 252,"5,1",11 921,"4,6",13252,13599,"+2,6",12,2011
12/1/11,nicht veranlagte Steuer vom Ertrag,6 491,"2,5",6 895,"2,7",6491,9068,"+39,7",12,2011
12/1/11,Abgeltungsteuer auf Zins- und Veräußerungserträge1,3 832,"1,5",3 569,"1,4",3832,3529,"-7,9",12,2011
12/1/11,Körperschaftsteuer,6 021,"2,3",6 625,"2,6",6021,7817,"+29,8",12,2011
12/1/11,Steuern vom Umsatz,95 860,"37,0",97 985,"38,1",95860,101899,"+6,3",12,2011
12/1/11,Gewerbesteuerumlage,1 287,"0,5",1 407,"0,5",1287,1520,"+18,1",12,2011
12/1/11,Energiesteuer,39 838,"15,4",39 142,"15,2",39838,40036,"+0,5",12,2011
12/1/11,Tabaksteuer,13 492,"5,2",13 440,"5,2",13492,14414,"+6,8",12,2011
12/1/11,Solidaritätszuschlag,11 713,"4,5",11 850,"4,6",11713,12781,"+9,1",12,2011
12/1/11,Versicherungsteuer,10 284,"4,0",10 620,"4,1",10284,10755,"+4,6",12,2011
12/1/11,Stromsteuer,6 171,"2,4",7 030,"2,7",6171,7247,"+17,4",12,2011
12/1/11,Kraftfahrzeugsteuer,8 488,"3,3",8 445,"3,3",8488,8422,"-0,8",12,2011
12/1/11,Kernbrennstoffsteuer,0,0,2 300,"0,9",0,922,0,12,2011
12/1/11,Branntweinabgaben,1 993,"0,8",1 963,"0,8",1993,2151,"+7,9",12,2011
12/1/11,Kaffeesteuer,1 002,"0,4",1 030,"0,4",1002,1028,"+2,6",12,2011
12/1/11,Luftverkehrsteuer,0,0,1 000,"0,4",0,905,0,12,2011
12/1/11,Ergänzungszuweisungen an Länder,-12 880,"-5,0",-12 159,"-4,7",-12880,-12110,"-6,0",12,2011
12/1/11,BNE-Eigenmittel der EU,-18 153,"-7,0",-21 870,"-8,5",-18153,-18003,"-0,8",12,2011
12/1/11,Mehrwertsteuer-Eigenmittel der EU,-1 836,"-0,7",-2 300,"-0,9",-1836,-1890,"+2,9",12,2011
12/1/11,Zuweisungen an Länder für ÖPNV,-6 877,"-2,7",-6 980,"-2,7",-6877,-6980,"+1,5",12,2011
12/1/11,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,"-3,5",-8 992,"-3,5",-8992,-8992,"+0,0",12,2011
12/1/11,II. Sonstige Einnahmen,33 105,"12,8",27 860,"10,8",33105,30455," -8,0",12,2011
12/1/11,Einnahmen aus wirtschaftlicher Tätigkeit,4 359,"1,7",5 565,"2,2",4359,4971,"+14,0",12,2011
12/1/11,Zinseinnahmen,385,"0,1",512,"0,2",385,483,"+25,5",12,2011
12/1/11,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",4 403,"1,7",4 247,"1,7",4403,5267,"+19,6",12,2011
12/1/11,Einnahmen zusammen,259 293,"100,0",257 024,"100,0",259293,278520,"+7,4",12,2011
1/1/12,I. Steuern,248 066,"89,1",249 189,"89,1",15693,16590,"+5,7",1,2012
1/1/12,Bundesanteile an Gemeinschaftsteuern:,196 908,"70,7",202 749,"72,5",14179,14791,"+4,3",1,2012
1/1/12,Einkommen- und Körperschaftsteuer (einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge),93 488,"33,6",98 014,"35,0",5864,6395,"+9,1",1,2012
1/1/12,davon:,,,,,0,0,,1,2012
1/1/12,Lohnsteuer,59 475,"21,4",62 178,"22,2",3473,3587,"+3,3",1,2012
1/1/12,veranlagte Einkommensteuer,13 599,"4,9",14 589,"5,2",152,216,"+42,1",1,2012
1/1/12,nicht veranlagte Steuer vom Ertrag,9 068,"3,3",8 013,"2,9",2112,1358,"-35,7",1,2012
1/1/12,Abgeltungsteuer auf Zins- und Veräußerungserträge,3 529,"1,3",3 670,"1,3",1058,1071,"+1,2",1,2012
1/1/12,Körperschaftsteuer,7 817,"2,8",9 620,"3,4",-930,163,X,1,2012
1/1/12,Steuern vom Umsatz,101 899,"36,6",103 169,"36,9",8355,8411,"+0,7",1,2012
1/1/12,Gewerbesteuerumlage,1 520,"0,5",1 566,"0,6",-40,-15,"-62,5",1,2012
1/1/12,Energiesteuer,40 036,"14,4",40 150,"14,4",218,312,"+43,1",1,2012
1/1/12,Tabaksteuer,14 414,"5,2",13 900,"5,0",335,376,"+12,2",1,2012
1/1/12,Solidaritätszuschlag,12 781,"4,6",13 200,"4,7",938,1017,"+8,4",1,2012
1/1/12,Versicherungsteuer,10 755,"3,9",10 450,"3,7",527,540,"+2,5",1,2012
1/1/12,Stromsteuer,7 247,"2,6",6 820,"2,4",513,544,"+6,0",1,2012
1/1/12,Kraftfahrzeugsteuer,8 422,"3,0",8 375,"3,0",979,973," -0,6",1,2012
1/1/12,Kernbrennstoffsteuer,922,"0,3",1 470,"0,5",0,-154,X,1,2012
1/1/12,Branntweinabgaben,2 151,"0,8",2 121,"0,8",195,203,"+4,1",1,2012
1/1/12,Kaffeesteuer,1 028,"0,4",1 020,"0,4",101,98," -3,0",1,2012
1/1/12,Luftverkehrsteuer, 905,"0,3",945,"0,3",0,54,X,1,2012
1/1/12,Ergänzungszuweisungen an Länder,-12 110,"-4,3",-11 563,"-4,1",0,0,X,1,2012
1/1/12,BNE-Eigenmittel der EU,-18 003,"-6,5",-22 810,"-8,2",-1615,-1462,"-9,5",1,2012
1/1/12,Mehrwertsteuer-Eigenmittel der EU,-1 890,"-0,7",-2 030,"-0,7",-150,-161,"+7,3",1,2012
1/1/12,Zuweisungen an Länder für ÖPNV,-6 980,"-2,5",-7 085,"-2,5",-582,-590,"+1,4",1,2012
1/1/12,Zuweisung an die Länder für  Kfz-Steuer und  Lkw-Maut,-8 992,"-3,2",-8 992,"-3,2",0,0,X,1,2012
1/1/12,II. Sonstige Einnahmen,30 455,"10,9",30 548,"10,9",1552,1573,"+1,4",1,2012
1/1/12,Einnahmen aus wirtschaftlicher Tätigkeit,4 971,"1,8",6 101,"2,2",22,21,"-4,5",1,2012
1/1/12,Zinseinnahmen,483,"0,2",576,"0,2",19,27,"+42,1",1,2012
1/1/12,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 267,"1,9",7 213,"2,6",237,261,"+10,1",1,2012
1/1/12,Einnahmen zusammen,278 520,"100,0",279 737,"100,0",17245,18162,"+5,3",1,2012
2/1/12,I. Steuern,248 066,"89,1",249 189,"89,1",31033,32614,"+5,1",2,2012
2/1/12,Bundesanteile an Gemeinschaftsteuern:,196 908,"70,7",202 749,"72,5",29129,30516,"+4,8",2,2012
2/1/12,Einkommen- und Körperschaftsteuer (einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge),93 488,"33,6",98 014,"35,0",10479,11469,"+9,4",2,2012
2/1/12,davon:,0,0,0,0,0,0,0,2,2012
2/1/12,Lohnsteuer,59 475,"21,4",62 178,"22,2",7872,8207,"+4,3",2,2012
2/1/12,veranlagte Einkommensteuer,13 599,"4,9",14 589,"5,2",-44,184,X,2,2012
2/1/12,nicht veranlagte Steuer vom Ertrag,9 068,"3,3",8 013,"2,9",2211,1599," -27,7",2,2012
2/1/12,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 529,"1,3",3 670,"1,3",1318,1329,"+0,8",2,2012
2/1/12,Körperschaftsteuer,7 817,"2,8",9 620,"3,4",-878,150,X,2,2012
2/1/12,Steuern vom Umsatz,101 899,"36,6",103 169,"36,9",18566,19021,"+2,5",2,2012
2/1/12,Gewerbesteuerumlage,1 520,"0,5",1 566,"0,6",83,26," -68,7",2,2012
2/1/12,Energiesteuer,40 036,"14,4",40 150,"14,4",1429,1672,"+17,0",2,2012
2/1/12,Tabaksteuer,14 414,"5,2",13 900,"5,0",1169,1359,"+16,3",2,2012
2/1/12,Solidaritätszuschlag,12 781,"4,6",13 200,"4,7",1661,1774,"+6,8",2,2012
2/1/12,Versicherungsteuer,10 755,"3,9",10 450,"3,7",4283,4557,"+6,4",2,2012
2/1/12,Stromsteuer,7 247,"2,6",6 820,"2,4",953,1148,"+20,5",2,2012
2/1/12,Kraftfahrzeugsteuer,8 422,"3,0",8 375,"3,0",1532,1569,"+2,4",2,2012
